id,genres
29540,Massively Multiplayer
29560,RPG
29560,Massively Multiplayer
29570,Massively Multiplayer
29570,RPG
23700,Casual
16060,Casual
1930,RPG
18470,Strategy
7510,Action
7510,Adventure
7510,RPG
22200,Action
22200,Indie
26007,Indie
25900,RPG
25900,Strategy
16200,Casual
16200,Simulation
7840,Racing
8890,RPG
8890,Strategy
8880,RPG
8880,Strategy
34500,Indie
34500,Simulation
34500,Strategy
1280,Action
1280,Simulation
10150,Action
10150,Adventure
29160,Adventure
29160,Indie
12470,Strategy
22340,nan
22330,RPG
22320,RPG
900883,nan
12440,Adventure
32710,Simulation
32740,Simulation
12460,Strategy
21980,Action
31860,Adventure
31900,Adventure
31920,Adventure
31930,Adventure
35800,Casual
35800,Indie
12690,Simulation
12690,Sports
31170,Adventure
21660,Action
6080,Action
6080,Adventure
6080,Racing
6080,Simulation
6080,Strategy
6010,Adventure
6090,Action
6060,Action
32310,Adventure
32330,Action
32330,Adventure
32360,Adventure
35300,Strategy
35310,Action
35310,Racing
31980,Adventure
10140,Sports
10100,Adventure
10130,Action
10110,Adventure
1256,Action
10120,Action
10120,Casual
33520,Simulation
33520,Strategy
3610,Casual
21680,Action
21670,Action
21670,Adventure
21030,Action
36000,Action
36000,Indie
32370,Adventure
32370,RPG
29180,Indie
29180,Casual
38410,RPG
38420,Strategy
38430,Action
38440,nan
31180,Adventure
37960,Casual
38000,Casual
37400,Adventure
37400,Indie
13570,Action
11390,Action
11390,Racing
34420,Strategy
43100,Simulation
33730,Simulation
35000,Action
35000,Adventure
39392,Casual
39391,Casual
37600,Adventure
37600,Casual
37600,Indie
24029,Simulation
32140,Adventure
32140,Casual
31190,Adventure
32770,Action
208306,Simulation
37300,Simulation
208300,Simulation
40300,RPG
35070,Casual
10606,Strategy
40700,Adventure
40700,Indie
24840,Action
24870,Racing
41500,RPG
24800,Strategy
901735,Strategy
42800,Strategy
39560,Action
39550,RPG
39550,Strategy
40330,Adventure
40320,Strategy
31200,Adventure
3130,Strategy
41100,Action
41100,Indie
39540,Action
39540,RPG
34640,Strategy
34630,Strategy
42200,nan
41000,Action
41000,Indie
40340,Adventure
17450,RPG
37100,Action
37100,RPG
37100,Indie
37500,Indie
37500,Casual
42810,Strategy
10180,Action
32440,Adventure
11450,RPG
12710,RPG
24790,Strategy
29120,Indie
29120,Casual
24810,Strategy
41800,Indie
41800,Simulation
41800,Strategy
45300,Simulation
41900,Action
41900,Adventure
41900,RPG
35420,Action
32430,Action
25806,nan
22370,RPG
41802,Strategy
41802,Indie
41802,Simulation
38080,Simulation
38090,Simulation
38100,Simulation
38070,Casual
38070,Simulation
38210,Casual
45700,Action
45700,Adventure
46410,Action
46410,Indie
46410,RPG
38110,Simulation
17570,Action
17570,Free to Play
17570,Indie
38130,Casual
38160,Casual
38150,Casual
38120,Casual
38140,Casual
36300,Casual
36310,Strategy
36310,Casual
36320,Adventure
36320,Casual
37030,Strategy
32450,Adventure
44100,Action
44100,Indie
44100,Racing
25960,Strategy
46250,Action
38180,Casual
10695,Action
41050,Action
41050,Indie
24055,Simulation
48700,Action
48700,RPG
39900,Action
49900,Action
49900,Indie
42120,Action
12220,Action
45730,Action
45730,Adventure
45400,Indie
49600,Action
49600,Casual
49600,Indie
901399,Adventure
43500,Simulation
43500,Strategy
45302,Simulation
40930,Adventure
40930,Indie
39640,Action
39630,Action
23150,Casual
23150,Indie
50940,Casual
50920,Casual
50920,Indie
34178,Strategy
37340,Casual
37390,Casual
37310,Casual
37360,Casual
49000,Casual
37330,Casual
37320,Casual
37370,Casual
37380,Casual
19080,Action
19080,Adventure
19080,Casual
19030,Action
19030,Adventure
49800,Action
49800,Indie
33650,Casual
901478,Action
901478,Adventure
33660,Casual
33660,Indie
34281,Action
34272,Action
34270,Action
34270,Adventure
34270,Casual
34270,RPG
34276,Action
34274,Action
34275,Strategy
34277,Action
34273,Action
34280,Action
34278,nan
34282,Action
34279,Action
34010,Action
34010,RPG
22610,Action
22440,RPG
18508,Strategy
18508,Indie
22430,RPG
22410,RPG
22420,RPG
630,Action
22400,RPG
24780,Simulation
24780,Strategy
33670,Strategy
33670,RPG
40420,Casual
40420,Indie
34920,Action
34920,Casual
34920,Indie
48136,Strategy
46720,RPG
28000,Action
39680,Simulation
39680,Strategy
25962,Strategy
24634,Simulation
63900,Strategy
50130,Action
24075,Simulation
47540,RPG
47540,Casual
50510,Action
25760,Indie
25763,Indie
25762,Indie
25764,Indie
42980,Strategy
48800,Simulation
22600,Strategy
46770,Indie
46770,Simulation
46770,Strategy
65700,Action
65700,Simulation
65700,Strategy
42960,Strategy
25761,Indie
28010,Action
28012,Action
24640,Simulation
28011,Action
4850,Strategy
57640,Adventure
62100,Casual
50145,Action
34841,Action
70300,Action
70300,Indie
48137,Strategy
57300,Action
57300,Adventure
57300,Indie
70400,RPG
70400,Indie
46600,Action
46600,Casual
46600,Indie
34314,Action
34314,Simulation
34310,Action
70100,Simulation
70110,Indie
70110,Simulation
38600,Casual
38600,Indie
57620,Strategy
34284,Action
63910,RPG
63910,Strategy
24082,Simulation
8930,Strategy
49310,Strategy
41060,Action
41060,Indie
70900,Indie
70900,Strategy
9940,Action
9940,Adventure
22650,Action
50620,Action
50620,Adventure
2840,Simulation
2840,Strategy
42920,Strategy
29700,Action
29700,RPG
29700,Massively Multiplayer
2850,Simulation
2850,Strategy
61510,RPG
61510,Strategy
70200,Adventure
70200,Casual
70200,Simulation
70210,Adventure
70210,Casual
70210,Indie
70210,Simulation
61520,RPG
61520,Strategy
61500,RPG
61500,Strategy
47790,Action
46450,Indie
46450,RPG
46450,Strategy
45750,Action
45750,Adventure
57800,Adventure
57800,Casual
57800,Indie
22380,Action
22380,RPG
67000,Action
67000,Casual
67000,Indie
80300,Adventure
80300,Indie
50000,Indie
50000,Racing
16868,Strategy
18040,Action
18040,Indie
18040,RPG
71115,Action
71115,Simulation
34317,Casual
71114,RPG
71112,Action
71113,Action
71113,Adventure
71111,nan
71110,nan
34319,Adventure
34318,nan
34316,Action
34315,Action
6120,Action
6120,Indie
35460,Action
35460,Adventure
35460,Indie
32500,Action
62000,Action
62000,Casual
33570,RPG
33570,Simulation
33570,Strategy
63700,Action
63700,Casual
63700,Indie
46362,Simulation
46362,Strategy
49320,Casual
72400,Adventure
72400,Indie
42964,Strategy
43011,Action
33980,Action
65710,Casual
33990,Adventure
33950,Casual
33950,Indie
65400,Strategy
65400,Indie
42700,Action
38923,Indie
38923,Casual
72500,Casual
72500,Indie
15740,Action
15740,Adventure
15740,Strategy
38924,Indie
38924,Casual
15750,Action
15750,Adventure
15750,Strategy
45500,Casual
45500,Indie
31290,Adventure
12100,Action
12120,Action
35135,Action
35135,Adventure
35137,Action
35137,Adventure
35138,Action
35138,Adventure
35136,Action
35136,Adventure
12110,Action
33390,Action
33390,Indie
92300,Action
92300,Indie
80000,Action
80000,Indie
80000,Strategy
47780,Action
51060,Adventure
51060,Casual
65080,Adventure
71168,nan
63200,Action
63200,Strategy
63200,Indie
63200,Sports
60340,Action
60340,Adventure
60340,Casual
71116,Action
71161,RPG
71119,RPG
71118,RPG
71117,Action
71166,Adventure
71165,Action
71163,Action
71163,Adventure
71164,Action
71162,nan
71160,RPG
71120,RPG
47890,Simulation
48802,Simulation
47896,Simulation
47892,Simulation
47894,Simulation
47893,Simulation
47895,Simulation
42000,Casual
42000,Indie
47570,Casual
47897,Simulation
57700,Action
57700,Casual
57700,Indie
63660,Adventure
63660,Casual
90504,Strategy
7520,RPG
9930,Racing
24449,RPG
41814,Strategy
41814,Indie
41814,Simulation
42925,Strategy
57650,RPG
57650,Strategy
40407,Indie
40407,Strategy
33770,RPG
47800,Strategy
18408,Casual
18408,Strategy
63710,Action
63710,Indie
55100,Action
80200,Casual
80200,Indie
80200,Simulation
80200,Strategy
92400,Indie
56436,nan
56435,Strategy
56433,Strategy
56432,Strategy
56431,Strategy
39120,Free to Play
39120,Massively Multiplayer
39120,RPG
56437,Strategy
94000,Indie
94000,Casual
56434,Strategy
92700,Action
73012,Simulation
48803,Simulation
56536,Strategy
44620,Racing
91200,Action
91200,Indie
91200,Strategy
46790,Strategy
73170,Strategy
57655,Strategy
57655,RPG
70000,Action
70000,Indie
57730,Strategy
620,Action
620,Adventure
42918,Action
42918,RPG
91600,Action
91600,Casual
91600,Indie
91600,Strategy
73020,Strategy
56482,Strategy
56438,Strategy
56481,Strategy
98200,Indie
98200,Strategy
56480,Strategy
72905,Adventure
72905,Indie
72905,RPG
22450,Action
22450,Adventure
42140,Adventure
42140,Casual
42140,Indie
47898,Simulation
73181,Simulation
73031,Action
73031,RPG
9992,Action
9992,Adventure
46490,Adventure
46480,Adventure
42718,Action
39160,Action
39160,RPG
57900,Action
102700,Action
102700,Free to Play
9880,Free to Play
9880,Massively Multiplayer
9880,RPG
99900,Action
99900,Adventure
99900,Free to Play
99900,Indie
99900,Massively Multiplayer
99900,RPG
22520,Strategy
73014,Simulation
7530,Strategy
95700,Indie
49470,Strategy
91810,Indie
91810,Casual
49604,Action
49604,Casual
49604,Indie
98210,Strategy
98210,Indie
97000,Indie
97000,Casual
46760,Strategy
46830,Strategy
73035,Action
73035,RPG
46840,Strategy
21100,Action
73037,Action
73037,RPG
73036,Action
73036,RPG
24635,Simulation
901679,Action
901679,RPG
25810,Strategy
99100,Action
99100,RPG
44660,Racing
90209,Simulation
25809,Strategy
42903,Strategy
22631,Strategy
22634,Strategy
22633,Strategy
57656,Strategy
57656,RPG
22632,Strategy
94590,Adventure
94590,Casual
35425,Action
73192,Strategy
105700,Action
105700,Adventure
105700,Indie
72750,Action
72750,RPG
56538,Strategy
61100,Indie
61100,Casual
65228,Simulation
55205,Action
102200,Adventure
102200,Indie
102200,RPG
64013,Strategy
15522,Action
15522,Indie
63802,Adventure
63802,Strategy
63802,RPG
63802,Indie
92302,Action
92302,Indie
73183,Simulation
42210,Adventure
65790,Action
65790,Simulation
65790,Strategy
92803,Casual
92803,Indie
57690,Simulation
57690,Strategy
42220,Adventure
42230,Adventure
111000,Indie
111000,Casual
73193,Strategy
38740,Action
38740,Indie
99612,Strategy
99614,Strategy
91604,Indie
70120,Indie
107200,Action
107200,Indie
107200,RPG
107200,Strategy
97108,Action
97106,Action
97107,Action
56487,Strategy
72760,Action
72760,RPG
99910,Adventure
99910,Casual
99910,Free to Play
99910,Massively Multiplayer
99910,Strategy
18070,Action
18070,Adventure
18070,RPG
55150,Action
63940,Strategy
98400,Action
98400,Indie
73194,Strategy
46520,Action
46520,Indie
22230,Action
22230,Indie
22230,Racing
22230,Strategy
35450,Action
35450,Massively Multiplayer
35450,Simulation
33420,Action
33420,Adventure
73185,Simulation
49473,Strategy
73210,RPG
73210,Simulation
73210,Strategy
110600,Action
110600,Indie
200080,Adventure
200440,RPG
111400,Action
111400,Indie
57923,Action
48220,RPG
48220,Strategy
9420,Strategy
113200,Action
113200,Adventure
113200,Indie
113200,RPG
90208,Simulation
200230,Racing
200230,Simulation
9350,Strategy
901776,Strategy
901776,Indie
901776,Casual
901776,Simulation
201100,Action
201100,Racing
80202,Strategy
80202,Indie
80202,Casual
80202,Simulation
80204,Strategy
80204,Indie
80204,Casual
80204,Simulation
34842,Action
95900,Action
95900,Simulation
80207,Strategy
80207,Indie
80207,Casual
80207,Simulation
45770,Action
45770,Adventure
18080,Action
18080,Adventure
18080,RPG
200670,Strategy
108210,Casual
108210,Simulation
108210,Strategy
65231,Simulation
115100,Adventure
115100,Casual
115100,RPG
47930,Simulation
41816,Strategy
41816,Indie
41816,Simulation
201480,Action
201480,Indie
201480,RPG
200910,Indie
200910,RPG
200130,Casual
200130,Indie
200130,Strategy
201490,Simulation
201490,Strategy
65610,RPG
43190,Action
43190,Indie
102622,Action
102622,Indie
102622,Strategy
39270,Action
39270,RPG
24200,Action
24200,Adventure
24200,Free to Play
24200,Massively Multiplayer
24200,RPG
57696,Simulation
57696,Strategy
71340,Action
202670,Adventure
102623,Action
102623,Indie
102623,Strategy
115300,Action
110800,Adventure
110800,Strategy
110810,Adventure
110810,Strategy
64016,Strategy
94203,Action
94203,Indie
94202,Action
94202,Indie
202520,nan
202521,Strategy
202521,RPG
202521,Indie
61310,Indie
61310,Casual
73092,Action
73092,RPG
91100,Indie
91100,Racing
73091,Action
73091,RPG
34345,Strategy
201272,Strategy
73058,Action
73058,RPG
25812,Strategy
25811,nan
46350,Strategy
202200,Strategy
24083,Simulation
113400,Action
113400,Free to Play
113400,Massively Multiplayer
80340,Adventure
80340,Indie
64017,Strategy
35429,Action
201510,Racing
201877,Action
203700,Action
203700,RPG
203700,Indie
57695,Simulation
57695,Strategy
23530,Action
49475,Strategy
55344,Action
55341,Action
98820,Casual
98820,Indie
98820,RPG
55340,Action
49337,Strategy
55343,Action
201310,Action
201310,Simulation
35720,Action
35720,Adventure
35720,Indie
204381,Action
204381,RPG
204381,Indie
203990,Action
203990,Indie
204030,Action
204030,Adventure
204030,RPG
200620,Action
202452,Casual
202452,Strategy
204380,Action
204380,RPG
204380,Indie
55395,Action
200610,Action
55471,Action
55473,Action
55472,Action
55470,Action
55347,Action
23553,Action
23552,Action
23551,Action
23550,Action
200390,Indie
200390,Strategy
65244,Simulation
24480,RPG
24480,Strategy
24488,Strategy
24488,RPG
204340,Action
204340,Indie
203510,Action
203510,Indie
203510,RPG
9900,Free to Play
9900,Massively Multiplayer
9900,RPG
204386,Action
204386,RPG
204386,Indie
204385,Action
204385,RPG
204385,Indie
57740,RPG
57740,Simulation
57740,Strategy
204390,Action
204390,Indie
42968,Strategy
105800,Action
105800,Casual
105800,Indie
105802,Casual
105802,Indie
111100,Casual
111100,Indie
111100,Racing
203210,Action
203210,Casual
203210,Indie
205160,Action
205160,Indie
203770,RPG
203770,Simulation
203770,Strategy
203772,Strategy
203773,Strategy
92620,Action
92620,Indie
108710,Action
108710,Adventure
24065,Simulation
73039,Action
73039,RPG
10220,Action
108110,RPG
108110,Simulation
65302,nan
200210,Action
200210,Free to Play
200210,Indie
200210,Massively Multiplayer
200210,RPG
42905,Strategy
55381,Action
204440,Adventure
204440,Casual
205690,Adventure
205690,Indie
201882,Action
201882,Adventure
207490,Action
207490,Adventure
206760,Action
206521,Action
206521,Adventure
206521,Free to Play
206521,Massively Multiplayer
206521,RPG
65249,Simulation
206710,Simulation
108500,Action
108500,Indie
108500,Strategy
206690,Casual
206690,Indie
206690,Strategy
205830,Action
205830,Indie
205830,Casual
108726,Action
108726,Adventure
47932,Simulation
115110,Adventure
115110,Indie
203560,Casual
203560,Indie
65246,Simulation
65253,Simulation
207420,Action
207420,Adventure
207420,Indie
73060,Strategy
207790,Simulation
207710,Casual
207710,Indie
207710,Strategy
204388,Action
204388,RPG
204388,Indie
71167,nan
204382,Strategy
204382,RPG
204382,Indie
207250,Indie
207250,Strategy
208110,Adventure
208110,Casual
208540,Strategy
208540,RPG
208540,Indie
19320,Action
19320,Indie
19320,Casual
207320,Action
207320,Adventure
207320,RPG
65733,Simulation
204180,Adventure
204180,Indie
204180,Strategy
55382,Action
110630,Action
110630,Indie
102850,Action
102850,Adventure
102850,Indie
102510,Action
102510,RPG
201271,Strategy
205840,Adventure
109500,Action
109500,Indie
206416,Casual
206416,Strategy
208630,Adventure
208630,Casual
208640,Adventure
208640,Casual
205630,Simulation
205630,Strategy
206610,Casual
206610,Indie
65252,Simulation
208541,Strategy
208541,RPG
208541,Indie
202310,Racing
202690,Indie
202690,Strategy
204560,Action
204560,RPG
204560,Strategy
65255,Simulation
207430,Casual
207430,Indie
207430,RPG
202524,Strategy
202524,RPG
202524,Indie
213530,Indie
213390,Indie
213390,Casual
280720,Indie
280720,Simulation
280720,Strategy
280720,Early Access
202370,Action
206881,Strategy
206881,Simulation
40390,RPG
204383,Action
204383,Strategy
204383,RPG
204383,Indie
40391,nan
40392,Action
40392,Adventure
203750,Action
209370,Indie
98300,Action
98300,Casual
98300,Simulation
98300,Strategy
209373,nan
201277,Strategy
55397,Action
211204,nan
211203,nan
211207,nan
211206,Action
211205,nan
211208,nan
65258,Simulation
108232,Casual
108232,Indie
108232,Strategy
211209,nan
206714,Simulation
203344,RPG
203344,Simulation
203344,Strategy
41014,Action
41014,Indie
41019,Action
41019,Indie
210230,Adventure
211800,Casual
211800,Indie
65256,Simulation
65218,Simulation
209100,Action
211010,Action
211010,Indie
211010,RPG
205530,Indie
205530,Simulation
205530,Strategy
90207,Simulation
108230,Casual
108230,Indie
108230,Strategy
108200,Casual
108200,Indie
108200,Strategy
208281,Simulation
208284,Simulation
207350,Action
207350,Adventure
207350,RPG
208545,Strategy
208545,RPG
208545,Indie
213370,Action
204100,Action
203766,Action
203765,Action
204182,Action
204182,Indie
212500,Free to Play
212500,Massively Multiplayer
212500,RPG
209790,Indie
209790,Casual
207080,Indie
42170,Action
42170,Adventure
42170,Indie
42170,RPG
42170,Strategy
213330,Action
213330,Adventure
204900,Casual
204900,Strategy
212160,Action
212160,Adventure
212160,Free to Play
212160,Massively Multiplayer
212160,RPG
210561,Action
42696,Action
213030,Indie
213030,RPG
203830,Adventure
203830,Indie
213195,Massively Multiplayer
213195,RPG
206480,Action
206480,Adventure
206480,Free to Play
206480,Massively Multiplayer
206480,RPG
212630,Action
210893,Strategy
203778,Strategy
200010,Casual
200010,Strategy
17080,Action
17080,Free to Play
210933,Action
214170,RPG
210892,Strategy
92622,Action
92622,Indie
205550,Action
205550,Indie
205550,Casual
204384,RPG
204384,Indie
97368,Strategy
97364,Strategy
210041,Action
97371,Strategy
97369,Strategy
206522,Action
206522,Adventure
206522,Free to Play
206522,Massively Multiplayer
206522,RPG
210056,Action
210057,Action
210062,Action
210055,Action
48231,RPG
48231,Strategy
210039,Action
210038,Action
210037,Action
210036,Action
210035,Action
210052,Action
210043,Action
210064,Action
210063,Action
210065,Action
210067,Action
210066,Action
210069,Action
210072,Action
210073,Action
213350,Action
20828,Action
20828,Indie
215200,Adventure
214980,Strategy
215160,Adventure
215000,Strategy
210068,Action
207650,Action
207650,Indie
207650,Strategy
207380,Action
207655,Casual
207655,Indie
207400,Action
108233,Casual
108233,Indie
108233,Strategy
108700,Action
108700,Racing
208355,Simulation
215243,Action
208365,Simulation
210931,Action
209270,Indie
209270,Strategy
208283,Simulation
115120,Action
115120,Strategy
215241,Action
215240,Action
212010,Action
212010,Indie
212010,Simulation
212010,Strategy
730,Action
202170,Action
202170,Adventure
208580,RPG
217290,Action
217290,Indie
217290,RPG
207670,Indie
207670,Casual
208292,Simulation
208341,Simulation
208342,Simulation
216458,Action
216454,Action
216447,Action
216449,Action
216444,Action
72000,Indie
216455,Action
216434,Action
216432,Action
216433,Action
216448,Action
216431,Action
216461,Action
216462,Action
206450,Indie
200260,Action
200260,Adventure
206440,Adventure
206440,Indie
206440,RPG
214970,Action
214970,Indie
216468,Action
61730,Action
61730,Indie
61730,Casual
214981,Strategy
33934,Action
33934,Simulation
205950,Action
97350,Strategy
204312,Action
204312,Indie
204312,Strategy
204310,Action
204310,Indie
204310,Strategy
204308,Action
204308,Indie
204308,Strategy
204309,Action
204309,Indie
204309,Strategy
204307,Action
204307,Indie
204307,Strategy
204304,Action
204304,Indie
204304,Strategy
48232,RPG
48232,Strategy
210016,Action
210018,Action
210017,Action
210012,Action
210019,Action
210013,Action
205650,Adventure
214570,Action
65740,Action
65740,Strategy
100980,Animation &amp; Modeling
205063,Action
205063,Indie
209670,Action
209670,Indie
209670,Strategy
217962,Action
205060,Action
205060,Indie
213230,Action
213230,RPG
97380,Strategy
97384,Strategy
97385,Strategy
97389,Strategy
97381,Strategy
206146,Casual
206146,Simulation
97388,Strategy
97382,Strategy
215510,Adventure
215510,Indie
208200,Action
207870,Action
207870,RPG
215247,Action
215247,Racing
215246,Action
215246,Adventure
222680,Action
222680,Strategy
222680,RPG
222680,Indie
210901,Strategy
206141,Casual
206141,Simulation
206120,Casual
206120,Simulation
206133,Casual
206133,Simulation
206119,Casual
206119,Simulation
206117,Casual
206117,Simulation
206114,Casual
206114,Simulation
206113,Casual
206113,Simulation
206106,Casual
206106,Simulation
206111,Casual
206111,Simulation
206131,Casual
206131,Simulation
206144,Casual
206144,Simulation
206094,Casual
206094,Simulation
206156,Casual
206156,Simulation
206123,Casual
206123,Simulation
206122,Casual
206122,Simulation
206107,Casual
206107,Simulation
206102,Casual
206102,Simulation
206148,Casual
206148,Simulation
206142,Casual
206142,Simulation
206160,Casual
206160,Simulation
206140,Casual
206140,Simulation
206155,Casual
206155,Simulation
206101,Casual
206101,Simulation
206095,Casual
206095,Simulation
206099,Casual
206099,Simulation
205190,Casual
205190,Simulation
219910,Adventure
219910,Indie
218090,Indie
218090,Strategy
215470,Action
215470,Indie
206151,Casual
206151,Simulation
206118,Casual
206118,Simulation
223220,Action
223220,Indie
205632,Simulation
205632,Strategy
200370,Strategy
200370,Casual
209811,Strategy
219150,Action
219150,Indie
215245,Action
215245,Adventure
215248,Action
215248,Adventure
204734,Action
204734,Adventure
204734,Strategy
204734,RPG
204734,Indie
209080,Action
209080,Adventure
209080,Indie
209080,Simulation
4720,Action
219760,RPG
73120,Action
73120,RPG
219780,RPG
206174,Casual
206174,Simulation
206175,Casual
206175,Simulation
223470,Action
223470,Adventure
223470,Indie
203680,Racing
220740,Adventure
220740,Indie
216130,Indie
216130,Strategy
113405,Action
113405,Free to Play
113405,Massively Multiplayer
208830,Strategy
200188,Strategy
205541,Strategy
205541,Indie
205541,Simulation
207040,Action
207040,Indie
223730,Action
223730,Adventure
223730,Indie
222140,Action
222140,Indie
222140,Simulation
200490,Adventure
215309,Action
215303,Action
215311,Action
202970,Action
202193,Action
202193,Adventure
215253,Action
215253,Adventure
220803,Racing
216331,Action
216331,Adventure
220805,Racing
220804,Racing
220806,Racing
220807,Racing
215930,RPG
215930,Strategy
216414,Action
216413,Action
216412,Action
216421,Action
216417,Action
216420,Action
223593,Simulation
223592,Simulation
223594,Simulation
208833,Strategy
208842,Strategy
208834,Strategy
208841,Strategy
200185,Strategy
208361,Simulation
223510,Action
223510,Adventure
223510,Indie
209201,Action
209201,Indie
225020,Action
209190,Action
209190,Indie
44690,Racing
44690,Simulation
44690,Sports
24676,Simulation
221830,Adventure
221830,Indie
227000,Adventure
227000,Indie
222222,Strategy
222222,Casual
222221,Strategy
222221,Casual
212200,Action
212200,Adventure
212200,Casual
212200,Free to Play
212200,Massively Multiplayer
212200,RPG
212200,Simulation
209950,Strategy
209950,Indie
209950,Casual
224300,Action
224300,Adventure
224920,Action
224920,Adventure
224940,Action
224940,Adventure
208319,Simulation
224900,Action
224900,Simulation
224900,Strategy
208491,Action
208491,Adventure
215972,Action
215972,Simulation
215972,Strategy
222061,Casual
222061,Simulation
105000,Adventure
105000,Indie
222058,Casual
222058,Simulation
219950,Adventure
65216,Simulation
226350,RPG
