user_id,user_url,posted,item_id,recommend,sentiment
GoAwayZach,http://steamcommunity.com/id/GoAwayZach,2014-12-29,304930,True,2
76561198054540475,http://steamcommunity.com/profiles/76561198054540475,2015-02-13,12210,True,2
76561198054540475,http://steamcommunity.com/profiles/76561198054540475,2014-12-26,265210,True,1
76561198054540475,http://steamcommunity.com/profiles/76561198054540475,2014-02-04,48700,True,2
76561198061252210,http://steamcommunity.com/profiles/76561198061252210,2015-05-21,730,True,2
OfficialShroomsy,http://steamcommunity.com/id/OfficialShroomsy,2013-12-06,113200,True,0
boydeer,http://steamcommunity.com/id/boydeer,2014-05-12,440,True,1
boydeer,http://steamcommunity.com/id/boydeer,2015-08-24,383080,False,1
VVillis,http://steamcommunity.com/id/VVillis,2015-01-06,213670,True,1
76561198083226897,http://steamcommunity.com/profiles/76561198083226897,2015-12-22,105600,True,0
76561198075277292,http://steamcommunity.com/profiles/76561198075277292,2015-06-23,730,True,1
76561198075277292,http://steamcommunity.com/profiles/76561198075277292,2015-09-11,570,True,2
76561198028895010,http://steamcommunity.com/profiles/76561198028895010,2013-04-22,231180,True,2
76561198028895010,http://steamcommunity.com/profiles/76561198028895010,2012-05-27,620,True,2
diego9031,http://steamcommunity.com/id/diego9031,2015-12-05,223710,True,1
diego9031,http://steamcommunity.com/id/diego9031,2015-10-04,299360,True,1
diego9031,http://steamcommunity.com/id/diego9031,2015-10-03,322330,True,2
diego9031,http://steamcommunity.com/id/diego9031,2015-08-13,1250,True,1
diego9031,http://steamcommunity.com/id/diego9031,2015-02-22,12100,True,1
diego9031,http://steamcommunity.com/id/diego9031,2015-01-14,204360,True,2
diego9031,http://steamcommunity.com/id/diego9031,2013-12-14,440,True,0
diego9031,http://steamcommunity.com/id/diego9031,2013-12-01,224260,True,2
jarrodtrim,http://steamcommunity.com/id/jarrodtrim,2012-02-11,440,True,2
76561198067936203,http://steamcommunity.com/profiles/76561198067936203,2015-03-12,440,True,2
76561198079770573,http://steamcommunity.com/profiles/76561198079770573,2015-10-14,1840,True,1
76561198087586464,http://steamcommunity.com/profiles/76561198087586464,2013-10-27,440,True,2
Derp-e,http://steamcommunity.com/id/Derp-e,2015-11-27,440,True,2
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,2014-10-09,233250,True,1
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,2015-11-09,248570,True,1
Rivtex,http://steamcommunity.com/id/Rivtex,2015-12-23,298630,True,1
UTNerd24,http://steamcommunity.com/id/UTNerd24,2014-05-06,244210,True,0
UTNerd24,http://steamcommunity.com/id/UTNerd24,2015-12-02,440,True,0
UTNerd24,http://steamcommunity.com/id/UTNerd24,2015-06-06,376920,True,2
UTNerd24,http://steamcommunity.com/id/UTNerd24,2015-09-29,257750,True,1
UTNerd24,http://steamcommunity.com/id/UTNerd24,2014-09-08,221910,True,0
UTNerd24,http://steamcommunity.com/id/UTNerd24,2013-12-15,2280,True,2
sandwiches1,http://steamcommunity.com/id/sandwiches1,2015-11-23,417860,False,1
76561198138053270,http://steamcommunity.com/profiles/76561198138053270,2014-06-01,218620,True,2
lucaswerg,http://steamcommunity.com/id/lucaswerg,2014-07-11,218620,True,2
lucaswerg,http://steamcommunity.com/id/lucaswerg,2014-11-14,222880,True,1
Life-Of-Blu,http://steamcommunity.com/id/Life-Of-Blu,2015-11-13,377160,True,2
Life-Of-Blu,http://steamcommunity.com/id/Life-Of-Blu,2013-12-15,211820,True,2
CaptianAutismo,http://steamcommunity.com/id/CaptianAutismo,2015-12-17,252490,True,2
76561198075895633,http://steamcommunity.com/profiles/76561198075895633,2014-10-26,440,True,2
kube134,http://steamcommunity.com/id/kube134,2014-06-28,251990,True,2
iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,2015-09-12,344760,False,0
iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,2015-09-13,252950,True,1
iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,2015-10-14,399730,True,2
yookobz,http://steamcommunity.com/id/yookobz,2015-11-19,377160,True,2
yookobz,http://steamcommunity.com/id/yookobz,2013-06-25,219150,True,2
Posiblydead,http://steamcommunity.com/id/Posiblydead,2014-04-11,277430,True,2
Posiblydead,http://steamcommunity.com/id/Posiblydead,2014-02-22,239820,True,2
Posiblydead,http://steamcommunity.com/id/Posiblydead,2012-09-24,17410,True,2
Mossy_Gaming,http://steamcommunity.com/id/Mossy_Gaming,2015-09-26,440,True,2
76561198102421718,http://steamcommunity.com/profiles/76561198102421718,2015-06-12,270550,True,2
76561198102421718,http://steamcommunity.com/profiles/76561198102421718,2015-08-03,274940,True,2
76561198102421718,http://steamcommunity.com/profiles/76561198102421718,2015-06-26,333930,True,0
76561198087407319,http://steamcommunity.com/profiles/76561198087407319,2014-01-15,440,True,0
76561198056741844,http://steamcommunity.com/profiles/76561198056741844,2014-10-14,730,True,1
sad-commie,http://steamcommunity.com/id/sad-commie,2014-07-09,212070,True,2
sad-commie,http://steamcommunity.com/id/sad-commie,2014-03-13,264140,True,2
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,2014-11-11,332800,True,1
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,2015-07-21,319630,True,2
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,2015-07-05,6020,True,1
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,2015-03-12,55230,True,2
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,2014-02-23,32430,True,0
Coldaniel,http://steamcommunity.com/id/Coldaniel,2015-03-22,35450,True,2
Coldaniel,http://steamcommunity.com/id/Coldaniel,2014-08-21,440,True,0
Coldaniel,http://steamcommunity.com/id/Coldaniel,2015-03-13,236390,True,2
therealmorty,http://steamcommunity.com/id/therealmorty,2015-03-20,351570,True,2
therealmorty,http://steamcommunity.com/id/therealmorty,2015-03-07,212680,True,0
Berserklejerker,http://steamcommunity.com/id/Berserklejerker,2015-10-10,391540,True,2
76561198061730629,http://steamcommunity.com/profiles/76561198061730629,2014-07-06,550,True,2
YoHuNz,http://steamcommunity.com/id/YoHuNz,2014-06-19,440,True,1
YoHuNz,http://steamcommunity.com/id/YoHuNz,2014-02-19,570,True,1
possessioniskey,http://steamcommunity.com/id/possessioniskey,2015-04-11,72850,True,2
possessioniskey,http://steamcommunity.com/id/possessioniskey,2015-12-24,440,True,0
possessioniskey,http://steamcommunity.com/id/possessioniskey,2014-05-17,113400,True,0
76561198093112529,http://steamcommunity.com/profiles/76561198093112529,2014-08-09,440,True,1
76561198060447950,http://steamcommunity.com/profiles/76561198060447950,2015-09-26,200510,True,2
whiteofwolfing,http://steamcommunity.com/id/whiteofwolfing,2015-05-22,730,True,2
sergarino,http://steamcommunity.com/id/sergarino,2015-08-22,383080,True,1
76561198081962345,http://steamcommunity.com/profiles/76561198081962345,2014-04-05,1250,True,1
Nozomikat,http://steamcommunity.com/id/Nozomikat,2015-12-30,265610,True,0
Nozomikat,http://steamcommunity.com/id/Nozomikat,2014-08-01,264200,True,1
Nozomikat,http://steamcommunity.com/id/Nozomikat,2015-12-26,417860,True,0
Nozomikat,http://steamcommunity.com/id/Nozomikat,2015-04-14,333600,True,2
Nozomikat,http://steamcommunity.com/id/Nozomikat,2014-12-30,213670,True,2
Nozomikat,http://steamcommunity.com/id/Nozomikat,2013-12-04,91310,True,2
Nozomikat,http://steamcommunity.com/id/Nozomikat,2013-12-04,210770,True,0
xfluttersx,http://steamcommunity.com/id/xfluttersx,2015-11-10,351640,True,2
xfluttersx,http://steamcommunity.com/id/xfluttersx,2012-08-27,105600,True,2
xfluttersx,http://steamcommunity.com/id/xfluttersx,2014-02-05,440,True,2
xfluttersx,http://steamcommunity.com/id/xfluttersx,2013-01-27,47870,True,2
xfluttersx,http://steamcommunity.com/id/xfluttersx,2015-08-25,383080,True,2
xfluttersx,http://steamcommunity.com/id/xfluttersx,2012-08-27,410,True,2
76561198056290589,http://steamcommunity.com/profiles/76561198056290589,2014-12-16,730,True,2
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,2014-06-29,253710,False,0
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,2015-04-11,339280,True,2
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,2014-03-08,271290,True,1
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,2013-11-16,203290,True,2
76561198097762318,http://steamcommunity.com/profiles/76561198097762318,2015-11-11,440,True,1
76561198097762318,http://steamcommunity.com/profiles/76561198097762318,2014-12-26,233150,True,0
Hirukaz,http://steamcommunity.com/id/Hirukaz,2013-01-17,550,True,0
StelerForYou,http://steamcommunity.com/id/StelerForYou,2015-07-17,730,True,2
StelerForYou,http://steamcommunity.com/id/StelerForYou,2013-12-29,211820,True,2
76561198183396245,http://steamcommunity.com/profiles/76561198183396245,2015-05-06,440,True,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,2015-01-26,224260,True,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,2014-11-16,317360,True,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,2014-08-17,295550,True,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,2014-07-21,250180,True,1
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,2014-07-19,227940,True,1
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,2014-02-08,17520,True,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,2014-01-07,113420,True,2
kevinator23,http://steamcommunity.com/id/kevinator23,2015-07-06,320760,True,0
kevinator23,http://steamcommunity.com/id/kevinator23,2015-09-06,8850,True,2
kevinator23,http://steamcommunity.com/id/kevinator23,2014-04-24,233720,True,0
kevinator23,http://steamcommunity.com/id/kevinator23,2015-07-06,218620,True,0
kevinator23,http://steamcommunity.com/id/kevinator23,2015-01-27,730,True,2
kevinator23,http://steamcommunity.com/id/kevinator23,2015-01-25,219740,True,2
kevinator23,http://steamcommunity.com/id/kevinator23,2014-05-24,220240,True,2
kevinator23,http://steamcommunity.com/id/kevinator23,2012-10-20,440,True,2
76561198090715178,http://steamcommunity.com/profiles/76561198090715178,2014-03-28,4000,True,2
76561198090715178,http://steamcommunity.com/profiles/76561198090715178,2014-07-09,304930,True,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,2015-02-23,333950,True,0
CatsWhale,http://steamcommunity.com/id/CatsWhale,2015-08-29,388520,True,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,2014-11-23,107410,True,0
CatsWhale,http://steamcommunity.com/id/CatsWhale,2014-09-09,206210,True,1
76561198073784601,http://steamcommunity.com/profiles/76561198073784601,2015-03-26,221100,True,2
mimimomoma,http://steamcommunity.com/id/mimimomoma,2015-11-23,730,True,0
76561198102410011,http://steamcommunity.com/profiles/76561198102410011,2015-09-14,440,True,1
de_Butl3r,http://steamcommunity.com/id/de_Butl3r,2014-10-13,209870,True,2
Bluezap1,http://steamcommunity.com/id/Bluezap1,2015-12-27,440,True,2
Bluezap1,http://steamcommunity.com/id/Bluezap1,2015-05-13,730,True,2
Bluezap1,http://steamcommunity.com/id/Bluezap1,2015-12-27,362890,True,2
Bluezap1,http://steamcommunity.com/id/Bluezap1,2015-12-21,413850,True,1
76561198074200011,http://steamcommunity.com/profiles/76561198074200011,2015-11-15,730,True,2
L1J1N,http://steamcommunity.com/id/L1J1N,2014-06-13,570,True,2
Lord_Exploit,http://steamcommunity.com/id/Lord_Exploit,2015-03-13,311560,True,2
Lord_Exploit,http://steamcommunity.com/id/Lord_Exploit,2015-01-07,322170,True,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,2014-01-02,48240,False,0
AVATAR715,http://steamcommunity.com/id/AVATAR715,2015-11-18,440,True,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,2014-06-01,248570,True,0
AVATAR715,http://steamcommunity.com/id/AVATAR715,2014-03-18,264140,True,0
AVATAR715,http://steamcommunity.com/id/AVATAR715,2014-02-16,4000,True,0
AVATAR715,http://steamcommunity.com/id/AVATAR715,2015-02-25,266430,True,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,2015-08-15,316010,True,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,2014-12-25,249570,True,0
76561198078752187,http://steamcommunity.com/profiles/76561198078752187,2014-12-16,240,True,0
A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,2015-08-14,304930,True,1
A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,2014-11-11,440,True,1
76561197994493402,http://steamcommunity.com/profiles/76561197994493402,2015-03-01,264200,True,2
76561197994493402,http://steamcommunity.com/profiles/76561197994493402,2014-11-27,440,True,2
76561198065656175,http://steamcommunity.com/profiles/76561198065656175,2015-11-20,383080,True,2
97396295,http://steamcommunity.com/id/97396295,2014-08-23,301520,True,2
97396295,http://steamcommunity.com/id/97396295,2014-06-17,243870,True,2
97396295,http://steamcommunity.com/id/97396295,2014-07-10,218230,False,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,2015-06-15,251570,True,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,2015-02-14,221100,True,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,2015-09-12,316010,True,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,2015-09-12,218230,True,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,2015-07-01,333930,True,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,2015-07-01,222880,True,0
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,2015-06-15,730,True,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,2015-01-15,55230,True,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,2015-04-29,232090,True,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,2015-03-29,4000,True,0
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,2014-11-23,206420,True,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,2014-02-12,224260,True,0
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,2013-12-26,550,True,2
DieMadchenschanderin,http://steamcommunity.com/id/DieMadchenschanderin,2015-08-29,346110,True,2
DieMadchenschanderin,http://steamcommunity.com/id/DieMadchenschanderin,2015-10-05,380770,False,0
DieMadchenschanderin,http://steamcommunity.com/id/DieMadchenschanderin,2013-06-14,227680,False,0
GGargula,http://steamcommunity.com/id/GGargula,2015-11-23,233250,True,1
getf0kinn0sc0pedm9,http://steamcommunity.com/id/getf0kinn0sc0pedm9,2015-05-31,730,True,0
76561198141443390,http://steamcommunity.com/profiles/76561198141443390,2015-05-03,730,True,2
whodafuqisthisguilao,http://steamcommunity.com/id/whodafuqisthisguilao,2015-08-06,730,True,2
Magjiikal,http://steamcommunity.com/id/Magjiikal,2015-10-05,370480,True,2
Magjiikal,http://steamcommunity.com/id/Magjiikal,2015-12-17,313740,True,2
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,2014-12-17,1840,True,2
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,2014-09-30,440,True,2
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,2015-03-10,266210,True,2
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,2015-03-10,264200,True,2
2768820078,http://steamcommunity.com/id/2768820078,2015-09-01,287700,True,1
2768820078,http://steamcommunity.com/id/2768820078,2015-11-18,377160,True,1
2768820078,http://steamcommunity.com/id/2768820078,2015-08-08,221380,True,1
2768820078,http://steamcommunity.com/id/2768820078,2015-07-15,333950,True,1
2768820078,http://steamcommunity.com/id/2768820078,2015-06-12,222420,False,1
2768820078,http://steamcommunity.com/id/2768820078,2015-05-19,271590,True,1
2768820078,http://steamcommunity.com/id/2768820078,2015-05-11,298110,True,1
2768820078,http://steamcommunity.com/id/2768820078,2015-05-02,222440,True,1
2d4nk4m3,http://steamcommunity.com/id/2d4nk4m3,2014-08-20,317470,False,0
2d4nk4m3,http://steamcommunity.com/id/2d4nk4m3,2014-03-18,47410,True,2
76561198095921854,http://steamcommunity.com/profiles/76561198095921854,2015-05-01,245620,True,2
EizanAratoFujimaki,http://steamcommunity.com/id/EizanAratoFujimaki,2015-10-28,70,True,2
TeCool,http://steamcommunity.com/id/TeCool,2014-12-15,274980,True,2
TeCool,http://steamcommunity.com/id/TeCool,2014-12-06,202090,True,2
TeCool,http://steamcommunity.com/id/TeCool,2015-04-11,339280,True,2
TeCool,http://steamcommunity.com/id/TeCool,2015-01-31,314130,False,0
2xDelorean,http://steamcommunity.com/id/2xDelorean,2015-09-13,570,True,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,2013-07-26,212680,True,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,2013-05-18,200210,True,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,2011-10-30,440,True,2
washington_,http://steamcommunity.com/id/washington_,2015-12-13,417860,True,1
jewxxl,http://steamcommunity.com/id/jewxxl,2015-05-18,251970,True,2
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,2014-12-13,304930,True,1
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,2015-07-31,400,True,2
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,2015-06-29,620,True,2
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,2015-06-29,238460,True,2
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,2015-02-12,6060,True,2
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,2014-03-29,440,True,2
76561198051258119,http://steamcommunity.com/profiles/76561198051258119,2015-02-04,730,True,2
nubquake123,http://steamcommunity.com/id/nubquake123,2014-04-21,265610,True,2
Pyromanic,http://steamcommunity.com/id/Pyromanic,2013-02-15,31280,True,2
Pyromanic,http://steamcommunity.com/id/Pyromanic,2013-02-15,4000,True,2
Pyromanic,http://steamcommunity.com/id/Pyromanic,2013-02-15,240,True,2
CobRazor,http://steamcommunity.com/id/CobRazor,2015-08-01,252490,True,0
relesprit,http://steamcommunity.com/id/relesprit,2013-12-27,8930,True,2
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,2014-07-16,304930,True,2
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,2015-01-13,237310,True,0
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,2014-01-11,224260,True,2
pwrt,http://steamcommunity.com/id/pwrt,2015-09-03,230410,True,2
pwrt,http://steamcommunity.com/id/pwrt,2014-01-20,440,True,2
wantmahbody,http://steamcommunity.com/id/wantmahbody,2014-05-03,440,True,2
benedictcuminherbatch,http://steamcommunity.com/id/benedictcuminherbatch,2014-08-02,570,True,2
76561198031207016,http://steamcommunity.com/profiles/76561198031207016,2014-03-17,8930,True,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,2015-07-19,105600,True,0
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,2015-05-26,221100,True,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,2015-11-22,107410,True,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,2014-10-18,231430,True,2
smashiroshh,http://steamcommunity.com/id/smashiroshh,2014-12-30,218620,True,2
killbunny38,http://steamcommunity.com/id/killbunny38,2015-01-22,570,True,2
killbunny38,http://steamcommunity.com/id/killbunny38,2015-08-20,333930,False,0
76561198047630659,http://steamcommunity.com/profiles/76561198047630659,2015-05-14,230410,False,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2015-04-13,271590,True,1
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2014-10-01,218620,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2013-12-28,219740,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2013-12-28,7940,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2014-11-30,234190,True,0
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2013-12-28,10180,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2013-12-28,33900,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2015-01-05,261030,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2014-12-23,243470,True,0
sithjjf,http://steamcommunity.com/id/sithjjf,2015-09-01,302830,False,0
76561198060039459,http://steamcommunity.com/profiles/76561198060039459,2014-10-04,570,False,1
OzfurAtlas,http://steamcommunity.com/id/OzfurAtlas,2013-12-08,212680,True,0
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,2015-11-06,304930,False,0
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,2015-09-23,304050,True,2
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,2014-05-31,203750,True,0
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,2015-06-24,227940,False,1
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,2015-07-22,355180,False,2
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,2015-06-03,4000,True,1
euzi,http://steamcommunity.com/id/euzi,2014-07-26,236390,True,2
76561197961778802,http://steamcommunity.com/profiles/76561197961778802,2014-04-23,730,True,2
thisissohardtomakeoneup,http://steamcommunity.com/id/thisissohardtomakeoneup,2014-04-12,440,True,1
76561198087010391,http://steamcommunity.com/profiles/76561198087010391,2015-04-04,4000,True,2
66666669999999,http://steamcommunity.com/id/66666669999999,2015-01-05,302830,False,1
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,2014-09-14,220200,True,2
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,2014-09-14,242760,True,2
ReMiXOfficalSteam,http://steamcommunity.com/id/ReMiXOfficalSteam,2015-10-12,352460,True,2
Wilfire77,http://steamcommunity.com/id/Wilfire77,2015-03-22,322920,True,2
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,2015-12-01,234792,True,1
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,2014-05-10,252490,True,2
Mastic,http://steamcommunity.com/id/Mastic,2015-08-01,304050,False,0
Mastic,http://steamcommunity.com/id/Mastic,2014-12-30,550,True,2
Mastic,http://steamcommunity.com/id/Mastic,2014-12-27,206420,True,2
76561198028286104,http://steamcommunity.com/profiles/76561198028286104,2013-12-26,10180,True,2
tarjla,http://steamcommunity.com/id/tarjla,2014-07-13,304930,True,0
tarjla,http://steamcommunity.com/id/tarjla,2015-01-28,265750,True,0
tarjla,http://steamcommunity.com/id/tarjla,2014-05-08,252490,True,2
tarjla,http://steamcommunity.com/id/tarjla,2013-11-21,4000,True,2
tarjla,http://steamcommunity.com/id/tarjla,2013-12-07,211820,True,2
